site_no	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	state_cd	county_cd	huc_cd	basin_cd	drain_area_va	contrib_drain_area_va
11361000	41.01738285	-121.65415390	S	NAD83	06	089	18020003	ca04	182	
11370500	40.60098350	-122.44445530	F	NAD83	06	089	18020101	ca04	6468	
11370700	40.56876198	-122.38139700	F	NAD83	06	089	18020101	ca04		
11372000	40.51320587	-122.52417950	F	NAD83	06	089	18020112	ca04	228	
11374000	40.50487467	-122.23305770	F	NAD83	06	089	18020101	ca04	425	
11376000	40.38709797	-122.23861190	F	NAD83	06	089	18020102	ca04	927	
11376550	40.39820996	-122.14638690	F	NAD83	06	089	18020101	ca04	357	
11377100	40.28848836	-122.18666450	F	NAD83	06	103	18020103	ca04	8900	
11379500	40.02376507	-122.51194620	F	NAD83	06	103	18020103	ca04	92.4	
11381500	40.05460220	-122.02415410	F	NAD83	06	103	18020103	ca04	131	
11383500	40.01404745	-121.94831810	F	NAD83	06	103	18020103	ca04	208	
11389500	39.21405660	-122.00025080	F	NAD83	06	011	18020104	ca04	12090	
11390000	39.72599524	-121.70886430	F	NAD83	06	007	18020105	ca04	147	
11390500	39.00989476	-121.82469000	F	NAD83	06	011	18020104	ca04	12915	
11401920	39.94583330	-120.94250000	U	NAD83	06	063	18020122	ca04	79.8	
11402000	40.00294700	-120.95439940	F	NAD83	06	063	18020122	ca04	184	
11413000	39.52489370	-120.93800680	F	NAD83	06	091	18020125	ca04	250	
11418500	39.22433764	-121.26856970	F	NAD83	06	057	18020125	ca04	84.6	
11421000	39.17572510	-121.52496470	F	NAD83	06	115	18020107	ca04	1339	
11424000	39.00017270	-121.40662380	F	NAD83	06	061	18020108	ca04	292	
11425500	38.77434584	-121.59829280	F	NAD83	06	101	18020109	ca04	21251	
11427000	38.93600919	-121.02383300	F	NAD83	06	061	18020128	ca04	342	
11446500	38.63546010	-121.22772620	F	NAD83	06	067	18020111	ca04	1888	
11447360	38.64184848	-121.38273020	S	NAD83	06	067	18020111	ca04	31.4	
11447650	38.45601954	-121.50134370	S	NAD83	06	067	18020109	ca04		
11447850	38.28472220	-121.58666670	5	NAD83	06	067	18020109	ca05		
11447890	38.25769218	-121.51828650	S	NAD83	06	067	18020108	ca05		
11447903	38.23722220	-121.51750000	5	NAD83	06	067	18020109	ca05		
11447905	38.23880385	-121.52273090	S	NAD83	06	067	18020108	ca05		
11449500	38.92739984	-122.84360460	F	NAD83	06	033	18020116	ca04	36.6	
11451000	38.92406480	-122.56581470	F	NAD83	06	033	18020116	ca04	528	
11451100	39.16544580	-122.61998620	F	NAD83	06	033	18020116	ca04	60.2	
11451292	39.07905977	-122.53553670	5	NAD83	06	033	18020116	ca04	120	
11451300	39.07544877	-122.53414770	F	NAD83	06	033	18020116	ca04	121	
11451715	38.95767446	-122.34275350	S	NAD83	06	011	18020116	ca04	94.9	
11452500	38.72712600	-121.80718740	F	NAD83	06	113	18020110	ca04	1139	
11452800	38.68268185	-121.67301640	S	NAD83	06	113	18020109			
11453500	38.77879078	-122.51748070	F	NAD83	06	033	18020117	ca04	113	
11454000	38.51518487	-122.08191590	F	NAD83	06	113	18020109	ca04	574	
11455165	38.29166667	-121.63083330	5	NAD83	06	095	18020109	ca05		
11455315	38.24222220	-121.68611100	S	NAD83	06	095	18020109	ca05		
11455335	38.25611110	-121.66666670	5	NAD83	06	095	18020109	ca05		
11455350	38.21277778	-121.66916670	5	NAD83	06	095	18020109	ca05		
11455420	38.15991675	-121.68662160	S	NAD83	06	095	18020109	ca05		
11456000	38.51129745	-122.45581300	S	NAD83	06	055	18050002	ca02	78.8	
11458000	38.36824570	-122.30330850	F	NAD83	06	055	18050002	ca02	218	
11458433	38.41880040	-122.56276060	S	NAD83	06	097	18050002	ca02	14.3	
11458500	38.32324705	-122.49442580	S	NAD83	06	097	18050002	ca02	58.4	
11459150	38.23825020	-122.64026370	S	NAD83	06	097	18050002	ca02	45.4	
11459500	38.10769775	-122.57998150	F	NAD83	06	041	18050002	ca02	17.6	
11460000	37.96297947	-122.55692200	S	NAD83	06	041	18050002		18.1	
11460400	38.02686730	-122.73637700	F	NAD83	06	041	18050005	ca02	34.3	
11460600	38.08019988	-122.78443480	F	NAD83	06	041	18050005	ca02	81.7	
11460750	38.17575310	-122.81832540	F	NAD83	06	041	18050005	ca02	31.1	
11461000	39.19544710	-123.19500480	F	NAD83	06	045	18010110	ca02	100	
11461500	39.24655605	-123.13028060	F	NAD83	06	045	18010110	ca02	92.2	
11462080	39.11294960	-123.18306020	5	NAD83	06	045	18010110	ca02	286	
11462500	39.02656314	-123.13055880	F	NAD83	06	045	18010110	ca02	362	
11463000	38.87934750	-123.05361240	F	NAD83	06	045	18010110	ca02	503	
11463170	38.79768326	-122.80249290	F	NAD83	06	097	18010110	ca02	13.1	
11463200	38.82601670	-122.99694420	F	NAD83	06	097	18010110	ca02	85.5	
11463500	38.71268685	-122.89582950	F	NAD83	06	097	18010110	ca02	655	
11463682	38.65824247	-122.82943760	S	NAD83	06	097	18010110	ca02	684	
11463900	38.64101980	-122.76387920	S	NAD83	06	097	18010110	ca02	43.7	
11463980	38.63296530	-122.85554940	F	NAD83	06	097	18010110	ca02	791	
11464000	38.61324316	-122.83638180	F	NAD83	06	097	18010110	ca02	793	
11465200	38.69852100	-122.95805390	F	NAD83	06	097	18010110	ca02	162	
11465240	38.65324355	-122.92721910	S	NAD83	06	097	18010110	ca02	175	
11465350	38.58741046	-122.86221590	F	NAD83	06	097	18010110	ca02	217	
11465660	38.34324776	-122.70193170	S	NAD83	06	097	18010110	ca02	5.48	
11465680	38.35213667	-122.74415510	S	NAD83	06	097	18010110	ca02	40.8	
11465690	38.40213524	-122.73304340	S	NAD83	06	097	18010110	ca02	3.40	
11465700	38.37352515	-122.76832270	S	NAD83	06	097	18010110	ca02	6.78	
11465750	38.42546874	-122.82915840	S	NAD83	06	097	18010110	ca02	79.6	
11466170	38.43880070	-122.70248670	S	NAD83	06	097	18010110	ca02	21.0	
11466200	38.43657870	-122.72470960	F	NAD83	06	097	18010110	ca02	57.0	
11466320	38.44519026	-122.80721290	S	NAD83	06	097	18010110	ca02	77.6	
11466800	38.49407838	-122.85332580	S	NAD83	06	097	18010110	ca02	251	
11467000	38.50852336	-122.92777370	F	NAD83	06	097	18010110	ca02	1338	
11467200	38.50657970	-123.06972390	S	NAD83	06	097	18010110	ca02	62.8	
11467553	38.78991030	-123.50945350	S	NAD83	06	045	18010109	ca02	47.1	
11468000	39.17045608	-123.66806900	F	NAD83	06	045	18010108	ca02	303	
11468500	39.42822378	-123.73779170	F	NAD83	06	045	18010108	ca02	106	
11468900	40.13930900	-123.99142300	S	NAD83	06	023	18010107	ca02	70.9	
11469000	40.31319125	-124.28338100	S	NAD83	06	023	18010107	ca02	245	
11473900	39.70626687	-123.32529130	F	NAD83	06	045	18010104	ca02	745	
11475000	40.21820000	-123.63253000	F	NAD83	06	023	18010105	ca02	2107	
11475560	39.72959970	-123.64390730	F	NAD83	06	045	18010106	ca02	6.50	
11475610	39.67154540	-123.49834970	S	NAD83	06	045	18010106	ca02	5.09	
11475800	39.87459570	-123.72057750	F	NAD83	06	045	18010106	ca02	248	
11476500	40.18181004	-123.77614260	F	NAD83	06	023	18010106	ca02	537	
11476600	40.35152800	-124.00504230	S	NAD83	06	023	18010106	ca02	28.1	
11477000	40.49152384	-124.09976990	F	NAD83	06	023	18010105	ca02	3113	
11478500	40.48041636	-123.89087600	F	NAD83	06	023	18010105	ca02	222	
11480390	40.28431329	-123.33530340	F	NAD83	06	105	18010102	ca02	93.8	
11481000	40.90984970	-124.06061830	F	NAD83	06	023	18010102	ca02	485	
11481200	41.00984790	-124.08145550	S	NAD83	06	023	18010102	ca02	40.5	
11481500	40.90596479	-123.81533500	F	NAD83	06	023	18010102	ca02	67.7	
11482500	41.29928960	-124.05118250	F	NAD83	06	023	18010102	ca02	277	
11493500	42.74013528	-121.83446180	U	NAD83	41	035	18010201	or02	1290	
11501000	42.58458090	-121.84973660	U	NAD83	41	035	18010202	or02	1565	
11502500	42.56485858	-121.87945930	S	NAD83	41	035	18010201	or02	3000	
11503000	42.87151790	-122.16891700	S	NAD83	41	035	18010203	or02		
11507500	42.22347795	-121.79417080	U	NAD83	41	035	18010204	or02	3810	
11509105	42.12236820	-121.83000330	S	NAD83	41	035	18010204	or02		
11509200	42.08070205	-121.84666980	S	NAD83	41	035	18010204	or02		
11509340	42.07986876	-121.84472530	S	NAD83	41	035	18010204	or02		
11509500	42.13319946	-121.96223130	S	NAD83	41	035	18010206	or02	3920	
11510700	42.08458770	-122.07334530	U	NAD83	41	035	18010206	or02	4080	
11516530	41.92791865	-122.44418820	F	NAD83	06	093	18010206	ca02	4630	
11517000	41.70903196	-122.53807870	S	NAD83	06	093	18010207	ca02	673	
11517500	41.82291790	-122.59558130	F	NAD83	06	093	18010207	ca02	793	
11519500	41.64069017	-123.01503700	F	NAD83	06	093	18010208	ca02	653	
11520500	41.85373790	-123.23227330	F	NAD83	06	093	18010206	ca02	6940	
11521500	41.83512325	-123.38311130	F	NAD83	06	093	18010209	ca02	120	
11522500	41.37651540	-123.47700260	S	NAD83	06	093	18010210	ca02	751	
11523000	41.30345990	-123.53450360	F	NAD83	06	023	18010209	ca02	8475	
11523200	41.11125710	-122.70557880	F	NAD83	06	105	18010211	ca02	149	
11525500	40.72472220	-122.80111100	F	NAD83	06	105	18010211	ca02	719	
11525530	40.72458990	-122.83474580	1	NAD83	06	105	18010211	ca02	22.3	
11525630	40.68653456	-122.86113480	S	NAD83	06	105	18010211	ca02	36.2	
11525655	40.67264530	-122.92058050	S	NAD83	06	105	18010211	ca02	810	
11525670	40.65181225	-122.91446890	S	NAD83	06	105	18010211	ca02	33.5	
11525854	40.64527778	-122.95666670	F	NAD83	06	105	18010211	ca02	931	
11526250	40.72847680	-123.06197360	1	NAD83	06	105	18010211	ca02	1057	
11526400	40.76653148	-123.11447570	S	NAD83	06	105	18010211	ca02	1137	
11526500	40.78180890	-123.12836530	U	NAD83	06	105	18010211	ca02	151	
11527000	40.78874980	-123.44004010	F	NAD83	06	105	18010211	ca02	1439	
11528700	40.64986270	-123.49420460	F	NAD83	06	105	18010212	ca02	764	
11530000	41.04985200	-123.67366800	F	NAD83	06	023	18010211	ca02	2853	
11530500	41.51095430	-123.97951640	F	NAD83	06	015	18010209	ca02	12100	
11532500	41.79150260	-124.07618870	F	NAD83	06	015	18010101	ca02	614	
12010000	46.37399370	-123.74348200	S	NAD83	53	049	17100106	wa01	54.8	
12013500	46.65093418	-123.65265840	S	NAD83	53	049	17100106	wa01	130	
12020000	46.61732360	-123.27764400	S	NAD83	53	041	17100103	wa02	113	
12020525	46.63454570	-123.29681190	S	NAD83	53	041	17100103	wa02	58.0	
12020800	46.44482815	-123.08373760	S	NAD83	53	041	17100103	wa02	27	
12024000	46.57566178	-122.68511590	S	NAD83	53	041	17100103	wa02	42.4	
12024400	46.66732635	-122.77012090	S	NAD83	53	041	17100103	wa02	29.6	
12025000	46.62010420	-122.94512600	S	NAD83	53	041	17100103	wa02	155	
12025700	46.77260276	-122.59400860	S	NAD83	53	067	17100103	wa02	40	
12026150	46.79010157	-122.73540190	S	NAD83	53	067	17100103	wa02	65.9	
12026400	46.77204590	-122.92429800	S	NAD83	53	067	17100103	wa02	112	
12027500	46.77593430	-123.03569190	S	NAD83	53	067	17100103	wa02	895	
12031000	46.93926375	-123.31431940	S	NAD83	53	027	17100103	wa02	1294	
12035000	47.00065120	-123.49488380	S	NAD83	53	027	17100104	wa02	299	
12035400	47.38036689	-123.60989160	S	NAD83	53	027	17100104	wa03	41.3	
12036000	47.29897840	-123.65322350	S	NAD83	53	027	17100104	wa03	74.1	
12037400	47.01148310	-123.65544170	S	NAD83	53	027	17100104	wa03	155	
12039005	47.23147599	-123.97406300	S	NAD83	53	027	17100105	wa04	132	
12039500	47.45758630	-123.88934460	S	NAD83	53	027	17100102	wa04	264	
12040500	47.53785880	-124.31574570	S	NAD83	53	031	17100102	wa04	445	
12041200	47.80674726	-124.25103290	S	NAD83	53	031	17100101	wa04	253	
12043000	47.96007697	-124.39298720	S	NAD83	53	009	17100101	wa04	129	
12043163	48.26534340	-124.62579230	S	NAD83	53	009	17100101	wa04	32.0	
12043300	48.24146416	-124.38383280	S	NAD83	53	009	17110021	wa04	51.2	
12045500	48.05481140	-123.58324620	S	NAD83	53	009	17110020	wa04	269	
12048000	48.01425780	-123.13267730	S	NAD83	53	009	17110020	wa04	156	
12056500	47.51425666	-123.32988680	S	NAD83	53	045	17110017	wa05	57.2	
12058790	47.39648090	-123.20349090	5	NAD83	53	045	17110017	wa05	97.9	
12059500	47.32981429	-123.24321280	S	NAD83	53	045	17110017	wa05	117	
12060500	47.34036949	-123.28015860	S	NAD83	53	045	17110017	wa05	76.3	
12061500	47.30981510	-123.17709950	S	NAD83	53	045	17110017	wa05	227	
12073500	47.38926205	-122.69902410	S	NAD83	53	035	17110019	wa06	6.47	
12076800	47.21176109	-123.11292920	S	NAD83	53	045	17110019	wa06	54.9	
12079000	46.85204488	-122.66873540	S	NAD83	53	067	17110016	wa07	89.8	
12080010	47.01176308	-122.90319490	S	NAD83	53	067	17110016	wa07	162	
12082500	46.75260766	-122.08371940	S	NAD83	53	053	17110015	wa08	133	
12083000	46.74427397	-122.14455340	S	NAD83	53	041	17110015	wa08	75.2	
12086000	46.82260445	-122.30428000	S	NAD83	53	053	17110015	wa08	289	
12086500	46.83927048	-122.32928090	S	NAD83	53	053	17110015	wa08	292	
12087000	46.85677048	-122.30261390	S	NAD83	53	053	17110015	wa08	80.7	
12089208	46.90010030	-122.49845320	S	NAD83	53	067	17110015	wa08		
12089500	46.93343245	-122.56095630	S	NAD83	53	067	17110015	wa08	517	
12090400	47.13454378	-122.41512160	S	NAD83	53	053	17110019	wa09	6.25	
12091200	47.22148730	-122.50929160	S	NAD83	53	053	17110019	wa09	4.73	
12091290	47.19843160	-122.52095840	S	NAD83	53	053	17110019	wa09	6.54	
12092000	46.90371640	-122.03510920	S	NAD83	53	053	17110014	wa10	92.8	
12093500	47.03926867	-122.20789250	S	NAD83	53	053	17110014	wa10	172	
12094000	47.02788105	-122.03261050	S	NAD83	53	053	17110014	wa10	78.9	
12095000	47.13954628	-122.09261350	S	NAD83	53	053	17110014	wa10	79.5	
12096500	47.18510115	-122.22956250	S	NAD83	53	053	17110014	wa10	438	
12096505	47.19676770	-122.25095230	S	NAD83	53	053	17110014	wa10	443	
12096865	47.06038640	-121.60565170	S	NAD83	53	053	17110014	wa10	35.1	
12097500	47.15344090	-121.63565430	S	NAD83	53	053	17110014	wa10	73.5	
12097820	47.12732670	-121.80260440	S	NAD83	53	053	17110014	wa10	34.3	
12097850	47.14677030	-121.86010660	S	NAD83	53	033	17110014	wa10	375	
12098920	47.16954620	-122.01205600	S	NAD83	53	053	17110014	wa10		
12099200	47.17388889	-122.00805560	S	NAD83	53	033	17110014	wa10	411	
12099600	47.17593500	-122.01844520	S	NAD83	53	033	17110014	wa10	15.4	
12100490	47.27482295	-122.20789670	S	NAD83	53	033	17110014	wa10	474	
12101100	47.23815640	-122.22817460	S	NAD83	53	053	17110014	wa10		
12101470	47.19871179	-122.28734200	S	NAD83	53	053	17110014	wa10	943	
12101500	47.20843358	-122.32706520	S	NAD83	53	053	17110014	wa10	948	
12102075	47.19760016	-122.33734300	S	NAD83	53	053	17110014	wa10	13	
12106700	47.30510257	-121.85066470	S	NAD83	53	033	17110013	wa11	231	
12112600	47.31232289	-122.16539600	S	NAD83	53	033	17110013	wa11	66.7	
12113000	47.31232280	-122.20400820	S	NAD83	53	033	17110013	wa11	399	
12113344	47.42287750	-122.26539990	S	NAD83	53	033	17110013	wa11	451	
12113346	47.43121109	-122.22762130	S	NAD83	53	033	17110013	wa11	8.44	
12113347	47.38315577	-122.22484290	S	NAD83	53	033	17110013	wa11	2.49	
12113349	47.43009988	-122.24317720	S	NAD83	53	033	17110013	wa11	5.63	
12114500	47.34205417	-121.54898580	S	NAD83	53	033	17110012	wa12	25.4	
12115000	47.37010730	-121.62510090	S	NAD83	53	033	17110012	wa12	40.7	
12115500	47.35066169	-121.66315820	S	NAD83	53	033	17110012	wa12	13.4	
12116400	47.41871388	-121.78149800	S	NAD83	53	033	17110012	wa12	83.9	
12116500	47.41704715	-121.79205400	S	NAD83	53	033	17110012	wa12	84.2	
12117000	47.38649130	-121.84622170	S	NAD83	53	033	17110012	wa12	17.2	
12117500	47.39371270	-121.95455850	S	NAD83	53	033	17110012	wa12	121	
12117600	47.37954580	-121.98344800	S	NAD83	53	033	17110012	wa12	124	
12118400	47.36232337	-122.01094840	S	NAD83	53	033	17110012	wa12	11.2	
12118500	47.37982339	-122.01733780	S	NAD83	53	033	17110012	wa12	12.6	
12119000	47.48259990	-122.20345470	S	NAD83	53	033	17110012	wa12	184	
12120000	47.60287716	-122.18095600	S	NAD83	53	033	17110012	wa13	12.0	
12120600	47.45732368	-122.00511700	S	NAD83	53	033	17110012	wa13	17.6	
12121600	47.55232299	-122.04789750	S	NAD83	53	033	17110012	wa13	56.6	56.60
12134500	47.83732546	-121.66678090	S	NAD83	53	061	17110009	wa14	535	
12137290	47.94732637	-121.62678260	S	NAD83	53	061	17110009	wa14	11.6	
12137800	47.95926837	-121.79734470	S	NAD83	53	061	17110009	wa14	77.1	
12138160	47.90732356	-121.81539940	S	NAD83	53	061	17110009	wa14	94.2	
12141300	47.48593975	-121.64788090	S	NAD83	53	033	17110010	wa14	154	
12142000	47.61482536	-121.71344370	S	NAD83	53	033	17110010	wa14	64.0	
12143400	47.41510860	-121.58732130	S	NAD83	53	033	17110010	wa14	41.6	
12143900	47.44871459	-121.73177440	S	NAD83	53	033	17110010	wa14	3.64	
12144500	47.54510190	-121.84233600	S	NAD83	53	033	17110010	wa14	375	
12145500	47.53982388	-121.90900470	S	NAD83	53	033	17110010	wa14	30.6	
12147500	47.71232365	-121.78872720	S	NAD83	53	033	17110010	wa14	39.9	
12147600	47.70677140	-121.60010690	S	NAD83	53	033	17110010	wa14	5.34	
12148000	47.68926929	-121.71344570	S	NAD83	53	033	17110010	wa14	19.7	
12148300	47.69676817	-121.78733790	S	NAD83	53	033	17110010	wa14	29.6	
12148500	47.69565678	-121.82400560	S	NAD83	53	033	17110010	wa14	81.4	
12149000	47.66593399	-121.92539690	S	NAD83	53	033	17110010	wa14	603	
12150800	47.83093200	-122.04845900	S	NAD83	53	061	17110011	wa14	1537	
12155300	47.93482010	-122.07318480	S	NAD83	53	061	17110011	wa14	127	
12157250	48.05842935	-122.26736350	S	NAD83	53	061	17110019	wa15	7.92	
12158040	48.06842940	-122.28792040	S	NAD83	53	061	17110019	wa15	15.4	
12167000	48.26149178	-122.04764070	S	NAD83	53	061	17110008	wa16	262	
12175500	48.67262870	-121.07289640	S	NAD83	53	073	17110005	wa17	105	
12178000	48.67179229	-121.24623480	S	NAD83	53	073	17110005	wa17	1175	
12178100	48.66012536	-121.24762330	S	NAD83	53	073	17110005	wa17	26.9	
12179900	48.60456620	-121.39957270	S	NAD83	53	057	17110005	wa17	49.7	
12181000	48.53373060	-121.42984990	S	NAD83	53	057	17110005	wa17	1381	
12182500	48.52623070	-121.41540460	S	NAD83	53	057	17110005	wa17	172	
12186000	48.16872009	-121.47067230	S	NAD83	53	061	17110006	wa17	152	
12187500	48.24983110	-121.58456880	S	NAD83	53	061	17110006	wa17	293	
12189500	48.42455859	-121.56846340	S	NAD83	53	057	17110006	wa17	714	
12190400	48.75401240	-121.54708210	S	NAD83	53	073	17110005	wa17		
12193400	48.54039255	-121.74347340	S	NAD83	53	057	17110005	wa17	297	
12194000	48.52428059	-121.77097400	S	NAD83	53	057	17110007	wa17	2737	
12200500	48.44482780	-122.33543690	S	NAD83	53	057	17110007	wa17	3093	
12201500	48.54594127	-122.33821690	S	NAD83	53	057	17110002	wa17	87.8	
12201950	48.67372230	-122.26738230	S	NAD83	53	073	17110002	wa18	4.13	
12202300	48.75122210	-122.35349760	S	NAD83	53	073	17110002	wa18	3.78	
12205000	48.90595739	-121.84431040	S	NAD83	53	073	17110004	wa19	105	
12208000	48.77928280	-122.10654340	S	NAD83	53	073	17110004	wa19	73.3	
12210000	48.67761256	-122.16654540	S	NAD83	53	073	17110004	wa19	129	
12210700	48.84178209	-122.29432580	S	NAD83	53	073	17110004	wa19	589	
12213100	48.84483249	-122.58933890	S	NAD83	53	073	17110004	wa19	786	
12214350	48.92011770	-122.31404650	S	NAD83	53	073	17110001	wa20	15.9	
12214500	48.97484330	-122.25126420	S	NAD83	53	073	17110001	wa20	31.0	
12301300	48.89359167	-115.08785280	1	NAD83	30	053	17010101	mt04	440	
12301933	48.40066389	-115.31871940	1	NAD83	30	053	17010101	mt04	8985	
12302055	48.35560278	-115.31465000	1	NAD83	30	053	17010102	mt04	838	
12304500	48.56172220	-115.97015830	1	NAD83	30	053	17010103	mt04	766	
12305000	48.61771900	-116.04740730	F	NAD83	16	021	17010104	id02	11740	
12306500	48.99916667	-116.17972220	1	NAD83	16	021	17010105	id02	570	
12308000	48.70055556	-116.19666670	S	NAD83	16	021	17010104	id02		
12310100	48.70527778	-116.36972220	S	NAD83	16	021	17010104	id02		
12321500	48.99717200	-116.56910390	F	NAD83	16	021	17010104	id02	97	
12322000	48.99638889	-116.50750000	S	NAD83	16	021	17010104	id02	13700	
12323240	45.99466940	-112.53571390	1	NAD83	30	093	17010201	mt04	95.4	
12323250	45.99692778	-112.56289720	1	NAD83	30	093	17010201	mt04	103	
12323600	46.10775830	-112.80528330	1	NAD83	30	023	17010201	mt04	363	
12323670	46.08297220	-112.91718890	1	NAD83	30	023	17010201	mt04	34.4	
12323700	46.11437778	-112.81977500	1	NAD83	30	023	17010201	mt04	43.2	
12323710	46.06451110	-112.89353060	1	NAD83	30	023	17010201	mt04	13.7	
12323720	46.10716389	-112.81061100	1	NAD83	30	023	17010201	mt04	30.8	
12323750	46.17949720	-112.78056100	1	NAD83	30	023	17010201	mt04	473	
12323760	46.13366667	-112.90315280	1	NAD83	30	023	17010201	mt04	157	
12323770	46.18037500	-112.78507780	1	NAD83	30	023	17010201	mt04	163	
12323800	46.20824167	-112.76735000	1	NAD83	30	023	17010201	mt04	651	
12323840	46.16132500	-112.89379720	1	NAD83	30	023	17010201	mt04	26.4	
12323850	46.21857220	-112.77416670	1	NAD83	30	023	17010201	mt04	60.5	
12324200	46.39765000	-112.74253890	1	NAD83	30	077	17010201	mt04	995	
12324400	46.51091110	-112.78968600	1	NAD83	30	077	17010201	mt04	1140	
12324590	46.51948330	-112.79317220	1	NAD83	30	077	17010201	mt04	407	
12324680	46.58998889	-112.92871390	1	NAD83	30	077	17010201	mt04	1760	
12325500	46.23266667	-113.29987220	1	NAD83	30	039	17010202	mt04	52.6	
12329500	46.46375830	-113.24027780	1	NAD83	30	039	17010202	mt04	208	
12330000	46.47165278	-113.23576940	1	NAD83	30	039	17010202	mt04	71.3	
12331500	46.62872778	-113.15069170	1	NAD83	30	039	17010202	mt04	490	
12331800	46.71191389	-113.33078060	1	NAD83	30	039	17010201	mt04	2501	
12332000	46.18456940	-113.50156940	1	NAD83	30	039	17010202	mt04	123	
12334510	46.72233610	-113.68306100	1	NAD83	30	063	17010202	mt04	885	885
12334550	46.82591110	-113.81403060	1	NAD83	30	063	17010201	mt04	3641	3641
12335100	46.91879440	-113.01498600	1	NAD83	30	077	17010203	mt04	494	494
12335500	46.77777778	-112.76778600	1	NAD83	30	077	17010203	mt04	116	
12338300	46.97949440	-113.09218600	1	NAD83	30	077	17010203	mt04	314	
12340000	46.89941110	-113.75631940	1	NAD83	30	063	17010203	mt04	2290	
12340500	46.87723889	-113.93194170	1	NAD83	30	063	17010204	mt04	5999	
12342500	45.72482778	-114.28229440	1	NAD83	30	081	17010205	mt04	317	
12344000	45.97205000	-114.14123330	1	NAD83	30	081	17010205	mt04	1049	
12350250	46.44320000	-114.12376670	1	NAD83	30	081	17010205	mt04	1963	
12352500	46.83173889	-114.05486100	1	NAD83	30	063	17010205	mt04	2814	2814
12353000	46.86863330	-114.12774720	1	NAD83	30	063	17010204	mt04	9003	
12354000	47.29671110	-115.12262500	1	NAD83	30	061	17010204	mt04	303	303
12354500	47.30163889	-115.08686940	1	NAD83	30	061	17010204	mt04	10709	10709
12355000	49.00124167	-114.47566390	1	NAD83	96	000		mt04	427	
12355500	48.49579720	-114.12676390	1	NAD83	30	029	17010206	mt04	1548	1548
12358500	48.49551667	-114.01020830	1	NAD83	30	029	17010207	mt04	1128	1128
12359800	47.97909720	-113.56068330	1	NAD83	30	029	17010209	mt04	1160	
12362500	48.35657778	-114.03785830	1	NAD83	30	029	17010209	mt04	1663	
12363000	48.36163330	-114.18442500	1	NAD83	30	029	17010208	mt04	4464	
12365700	48.21725000	-114.31373600	1	NAD83	30	029	17010210	mt04	588	
12366080	48.22592778	-114.29266100	1	NAD83	30	029	17010210	mt04	184	
12370000	48.02423056	-113.97881940	1	NAD83	30	047	17010211	mt04	671	
12372000	47.68028610	-114.24672780	1	NAD83	30	047	17010212	mt04	7096	
12374250	47.82982778	-114.69783330	1	NAD83	30	089	17010212	mt04	19.6	
12375900	47.49143610	-114.02664440	1	NAD83	30	047	17010212	mt04	7.57	
12377150	47.32282220	-113.97938060	1	NAD83	30	047	17010212	mt04	12.4	
12381400	47.19555000	-113.85073600	1	NAD83	30	047	17010212	mt04	56	
12388700	47.36679167	-114.58500000	1	NAD83	30	089	17010212	mt04	8795	8795
12389000	47.42920000	-114.85653330	1	NAD83	30	089	17010213	mt04	19958	
12389500	47.59185830	-115.22953600	1	NAD83	30	089	17010213	mt04	642	
12390700	47.58606110	-115.35510000	1	NAD83	30	089	17010213	mt04	182	
12391950	48.08805556	-116.07277780	S	NAD83	16	017	17010213	id03	22067	22067
12392155	48.15166667	-116.18166670	F	NAD83	16	017	17010213	id03	118	
12395000	48.20852000	-116.91464290	F	NAD83	16	017	17010215	id03	902	902
12396500	48.78102736	-117.41635590	S	NAD83	53	051	17010216	wa21	24900	
12399500	49.00074966	-117.62942060	S	NAD83	53	065	17020001	wa21	59700	
12401500	48.98128428	-118.76642590	S	NAD83	53	019	17020002	wa21	2200	
12404500	48.98434870	-118.21639890	S	NAD83	53	019	17020002	wa21	3800	
12409000	48.59434610	-118.06248870	S	NAD83	53	065	17020003	wa21	1007	
12411000	47.70611110	-115.97916670	1	NAD83	16	079	17010301	id04	335	335
12413000	47.56888889	-116.25333330	S	NAD83	16	079	17010301	id04	895	895
12413125	47.47250000	-115.91472220	S	NAD83	16	079	17010302	id04	22	
12413131	47.47518056	-115.92844440	5	NAD83	16	079	17010302	id04		
12413210	47.53138889	-116.09250000	S	NAD83	16	079	17010302	id04	182	
12413355	47.54833330	-116.21972220	S	NAD83	16	079	17010302	id04	207	
12413360	47.44027778	-116.17527780	S	NAD83	16	079	17010302	id04	3.47	
12413370	47.47666667	-116.22166670	S	NAD83	16	079	17010302	id04	28.2	
12413445	47.51444440	-116.24194440	S	NAD83	16	079	17010302	id04	73.2	
12413470	47.55194440	-116.23638890	F	NAD83	16	079	17010302	id04	287	
12413500	47.55500000	-116.32444440	S	NAD83	16	055	17010303	id04	1208	
12413860	47.47861110	-116.73305560	S	NAD83	16	055	17010303	id04	1453	
12413875	47.05602858	-115.35320010	H	NAD83	16	079	17010304	id04	120	
12414500	47.27464000	-116.18904910	F	NAD83	16	079	17010304	id04	1025	
12414900	47.17629709	-116.49266240	F	NAD83	16	009	17010304	id04	273	
12415135	47.35222220	-116.67555560	S	NAD83	16	009	17010304	id04	1721	
12417610	47.68194440	-116.79750000	S	NAD83	16	055	17010303	id04	3700	
12419000	47.70305556	-116.97777780	F	NAD83	16	055	17010305	id04	3830	
